dataset,split_type,sim_bin,model,n_mean,n_seeds,auroc_mean,auroc_std,auprc_mean,auprc_std,brier_mean,brier_std,f1_mean,f1_std,balanced_acc_mean,balanced_acc_std
chembl,cluster,0.3-0.5,chemprop_dmnn,343.8,5,0.6968319218696437,0.012572769076101102,0.8144057175838085,0.008525406157797424,0.2268894444673851,0.009488732909414172,0.7785633346047802,0.015180307307112333,0.6418228077374559,0.02885062781755414
chembl,cluster,0.3-0.5,xgboost,343.8,5,0.633143506121143,0.03086890035855616,0.7611144009905283,0.029303659572116933,0.2128047406673431,0.006639976326096856,0.658019815047751,0.04405368848042596,0.5982972052768503,0.03658365679383933
chembl,cluster,0.5-0.7,chemprop_dmnn,222.0,5,0.795283781933376,0.028712724276523008,0.9045882941155376,0.02930789577711244,0.16813355447403464,0.02275465247943772,0.8163251994730347,0.03705614630764816,0.7104631834011015,0.022577579860964442
chembl,cluster,0.5-0.7,xgboost,222.0,5,0.7915464384294701,0.02255982746949614,0.8969794808047432,0.02137101348017224,0.15864363610744467,0.012948644267609078,0.7690729240110977,0.047073964415444584,0.7357761521390603,0.022305275013847728
chembl,cluster,<0.3,chemprop_dmnn,217.4,5,0.6924099949029046,0.015699042014319615,0.7227975402254287,0.022817646129260016,0.27451058449336596,0.007410579467198032,0.6565670672463919,0.025803793742266653,0.6376597879875042,0.018271852887176403
chembl,cluster,<0.3,xgboost,217.4,5,0.5947925897593541,0.022766128965239354,0.6124593586904827,0.03201590408256792,0.25581875443458557,0.010789315437862351,0.5194855755785989,0.04403355742076098,0.559960521917814,0.013986202770585014
chembl,cluster,>0.7,chemprop_dmnn,145.8,5,0.8569394891563803,0.018031824620281797,0.926473718023518,0.013566190069086898,0.1355096366878977,0.015997683997172746,0.8416463334215571,0.03901769629426753,0.771381885181365,0.029394865114962955
chembl,cluster,>0.7,xgboost,145.8,5,0.844544463162905,0.018744425185501266,0.9151816288537955,0.015254484493298925,0.14286966323852535,0.010205333105081173,0.7825998537879768,0.01703861734710802,0.7696078130392495,0.00881224103323289
chembl,random,0.3-0.5,chemprop_dmnn,54.2,5,0.7294770020060731,0.1064099726563667,0.7970130272181671,0.1262200274704553,0.24151089021783062,0.0570673660533255,0.7246193894293345,0.03756109123561925,0.6813031084639454,0.06174585853148135
chembl,random,0.3-0.5,xgboost,54.2,5,0.6878500736175981,0.07525708765715577,0.7569680083421296,0.062016228502236745,0.23422791361808773,0.03486397452341088,0.7110870555342539,0.041240263437199075,0.6561869975943202,0.05352055670742444
chembl,random,0.5-0.7,chemprop_dmnn,154.4,5,0.8459840372176307,0.04530405472200757,0.9232291570500711,0.01899803709880402,0.15018163962856051,0.035242181532482306,0.8166348043490901,0.029707089471903876,0.764956771275631,0.04557115063143751
chembl,random,0.5-0.7,xgboost,154.4,5,0.827021292242694,0.028166523982703008,0.902374292734559,0.014508645921665926,0.15186332166194913,0.015737904347401323,0.8052968227952526,0.027306092162091785,0.7562521936822864,0.03154140936707319
chembl,random,<0.3,chemprop_dmnn,19.2,5,0.6670315795315795,0.1328597781890016,0.770268485878802,0.12383581200658207,0.31305690256857593,0.10762232022454064,0.6408857808857809,0.11998137951572514,0.6458916083916083,0.14987862589953688
chembl,random,<0.3,xgboost,19.2,5,0.5833576146076146,0.18050827670384473,0.6727478782630125,0.08555973676279903,0.2688223421573639,0.05611276870524679,0.5414545454545454,0.22764155930431004,0.5310453435453436,0.20050597002458018
chembl,random,>0.7,chemprop_dmnn,701.2,5,0.8760403241724252,0.013487983719542093,0.9450334911938393,0.00726888055812342,0.1347195938922115,0.009518361630143512,0.841399736149491,0.007371974650867861,0.7943410940327775,0.01598104892809733
chembl,random,>0.7,xgboost,701.2,5,0.8735015080302482,0.014494579858692182,0.9351574342771253,0.00848290251678919,0.1265964418649673,0.006313505154673487,0.8323700628398342,0.009433599195676275,0.7916056680671634,0.01691805101350136
chembl,scaffold,0.3-0.5,chemprop_dmnn,152.6,5,0.7236162993262276,0.032467852562730576,0.7952718309357284,0.041473145885715434,0.21383368648848172,0.02537691226694095,0.7489676518849143,0.037724488875696544,0.6836153390878827,0.03187396661334127
chembl,scaffold,0.3-0.5,xgboost,152.6,5,0.6570744033865487,0.03906758027542402,0.7477219894881777,0.03984807667893078,0.22034825682640072,0.01601869985455783,0.6229531985629546,0.047175300926359374,0.6195450380469852,0.034924277906978364
