dataset,split_type,sim_bin,n_mean,n_total,n_seeds,low_power,auroc_mean,auroc_std,auprc_mean,auprc_std,brier_mean,brier_std,f1_mean,f1_std,balanced_acc_mean,balanced_acc_std
chembl,cluster,0.3-0.5,343.8,1719,5,False,0.5404085665519704,0.011879680227953923,0.7225272433822006,0.005742862888305028,0.21684775975507115,0.0027874084088573775,0.5346919437351481,0.11645867159303755,0.5274137860926789,0.016423676763811772
chembl,cluster,0.5-0.7,222.0,1110,5,False,0.5545947971632698,0.029479968614771177,0.7733407602714031,0.03460307806948033,0.19241726291096847,0.011863091941874581,0.5705312617612479,0.10479883228436604,0.5478892491155171,0.036445581343175375
chembl,cluster,<0.3,217.4,1087,5,False,0.4714520969292785,0.01864702944726227,0.5211605508915316,0.024632355389650366,0.27956827152823516,0.010956817018948883,0.47808889367122936,0.09487560461419489,0.4639710012960438,0.02761316489963431
chembl,cluster,>0.7,145.8,729,5,False,0.440760020769429,0.04818355171092867,0.684076253793435,0.02635187598034175,0.21267577218555936,0.003861725623290418,0.5722569168564717,0.10087601642753795,0.45763926110341835,0.03547659778591948
chembl,random,0.3-0.5,54.2,271,5,False,0.4772537000818886,0.09564243318042485,0.598058056904408,0.0795552754898098,0.2561844422961751,0.03189414960162365,0.27980425371729717,0.1982847929248158,0.48441723336051545,0.06279119373528
chembl,random,0.5-0.7,154.4,772,5,False,0.542040055680403,0.044966923299399594,0.7241368608811817,0.053193315973053275,0.2109370337293987,0.010940395615076716,0.33097072870565813,0.14472290390292025,0.5052610650334587,0.03168817903280777
chembl,random,<0.3,19.2,96,5,False,0.5872474747474747,0.10679832255925903,0.6473109237747307,0.11627005305275362,0.280089569341211,0.0507246883646175,0.37259740259740254,0.1874613582490163,0.5253094128094128,0.06625576904986116
chembl,random,>0.7,701.2,3506,5,False,0.501246845210378,0.029528971319891656,0.7243420364222573,0.018979586873223025,0.20603810370996273,0.0031204240514752474,0.4380251962460483,0.16235244740967555,0.51569820502366,0.024025113431510467
chembl,scaffold,0.3-0.5,152.6,763,5,False,0.5407257566989262,0.058882060490039176,0.6665694985044295,0.02307420085508095,0.23172391839901843,0.015176436464363004,0.430653151780185,0.05873943796608796,0.5321079263042099,0.04509979948795339
chembl,scaffold,0.5-0.7,266.2,1331,5,False,0.5248050117519877,0.033647799784115064,0.7088013296977487,0.032888075211050104,0.21164205938539432,0.008407750163368073,0.4479811802079755,0.1079861323741955,0.5194365671288896,0.01370086312746214
chembl,scaffold,<0.3,62.2,311,5,False,0.524360589802385,0.07017836710427522,0.5575064959649312,0.02429445163146825,0.27424573497796934,0.01715732129789511,0.41919789785987777,0.09796600594067167,0.5222871260862145,0.057032632057616064
chembl,scaffold,>0.7,448.0,2240,5,False,0.5415117519541572,0.036251467209111585,0.7374201888757184,0.026657881462087942,0.20720419438732557,0.0058699819797411006,0.6081826404356795,0.10002699307031725,0.5332166778216646,0.011505000191733868
