epoch,step,train_loss_epoch,train_loss_step,val/prc,val/roc,val_loss
0,49,,0.5371271967887878,,,
0,99,,0.6597365140914917,,,
0,116,,,0.6998894214630127,0.5405108332633972,0.6408452391624451
0,116,0.6170397996902466,,,,
1,149,,0.5327794551849365,,,
1,199,,0.6460109949111938,,,
1,233,,,0.7752854228019714,0.6410491466522217,0.722844660282135
1,233,0.5955952405929565,,,,
2,249,,0.670661985874176,,,
2,299,,0.5881726741790771,,,
2,349,,0.5574170351028442,,,
2,350,,,0.7899119257926941,0.6623169183731079,0.6071645617485046
2,350,0.5659744143486023,,,,
3,399,,0.6510494351387024,,,
3,449,,0.5498420000076294,,,
3,467,,,0.8067781925201416,0.6932152509689331,0.6073340773582458
3,467,0.5366175174713135,,,,
4,499,,0.40860381722450256,,,
4,549,,0.48358792066574097,,,
4,584,,,0.8088007569313049,0.7031065225601196,0.6550386548042297
4,584,0.5173499584197998,,,,
5,599,,0.4710996448993683,,,
5,649,,0.47888579964637756,,,
5,699,,0.5271264314651489,,,
5,701,,,0.8071642518043518,0.704393744468689,0.5943316221237183
5,701,0.5086863040924072,,,,
6,749,,0.5576738119125366,,,
6,799,,0.4458324909210205,,,
6,818,,,0.8061845302581787,0.7069629430770874,0.6027030348777771
6,818,0.49081137776374817,,,,
7,849,,0.47137051820755005,,,
7,899,,0.4163975715637207,,,
7,935,,,0.8185141086578369,0.7185739874839783,0.5930622220039368
7,935,0.4870777130126953,,,,
8,949,,0.6343021392822266,,,
8,999,,0.46034666895866394,,,
8,1049,,0.3683738708496094,,,
8,1052,,,0.8152834177017212,0.7257760763168335,0.5928046107292175
8,1052,0.4581507742404938,,,,
9,1099,,0.3412761092185974,,,
9,1149,,0.5091217160224915,,,
9,1169,,,0.8196682929992676,0.7333378195762634,0.5839248895645142
9,1169,0.4545028507709503,,,,
10,1199,,0.4591507315635681,,,
10,1249,,0.5307821035385132,,,
10,1286,,,0.8252794146537781,0.7379812002182007,0.6056078672409058
10,1286,0.43655815720558167,,,,
11,1299,,0.40808752179145813,,,
11,1349,,0.3769182562828064,,,
11,1399,,0.4588336944580078,,,
11,1403,,,0.8317681550979614,0.7483623027801514,0.6217856407165527
11,1403,0.4176500737667084,,,,
12,1449,,0.44372719526290894,,,
12,1499,,0.47823694348335266,,,
12,1520,,,0.8413746356964111,0.7573467493057251,0.5815247297286987
12,1520,0.4047439396381378,,,,
13,1549,,0.39645102620124817,,,
13,1599,,0.4504629075527191,,,
13,1637,,,0.829148530960083,0.7484613060951233,0.5901046991348267
13,1637,0.4007912278175354,,,,
14,1649,,0.4225260615348816,,,
14,1699,,0.2045593410730362,,,
14,1749,,0.32717421650886536,,,
14,1754,,,0.8279255628585815,0.7426714897155762,0.6369147896766663
14,1754,0.39023131132125854,,,,
15,1799,,0.39963871240615845,,,
15,1849,,0.4986158609390259,,,
15,1871,,,0.8280438184738159,0.7452980279922485,0.6025765538215637
15,1871,0.3799179792404175,,,,
16,1899,,0.37101876735687256,,,
16,1949,,0.3558424413204193,,,
16,1988,,,0.8377692699432373,0.7605257034301758,0.5802140235900879
16,1988,0.366975337266922,,,,
17,1999,,0.2967597246170044,,,
17,2049,,0.24385929107666016,,,
17,2099,,0.45863333344459534,,,
17,2105,,,0.831436038017273,0.75489741563797,0.5975123047828674
17,2105,0.3647443652153015,,,,
18,2149,,0.3420293927192688,,,
18,2199,,0.3264058530330658,,,
18,2222,,,0.834934413433075,0.7583630084991455,0.5898342132568359
18,2222,0.35217416286468506,,,,
19,2249,,0.34600383043289185,,,
19,2299,,0.39632439613342285,,,
19,2339,,,0.83457350730896,0.7575604319572449,0.6229517459869385
19,2339,0.3645598888397217,,,,
20,2349,,0.31169986724853516,,,
20,2399,,0.36815589666366577,,,
20,2449,,0.39589640498161316,,,
20,2456,,,0.8413145542144775,0.7632825374603271,0.6104552149772644
20,2456,0.347202330827713,,,,
21,2499,,0.2923292815685272,,,
21,2549,,0.3379722237586975,,,
21,2573,,,0.8424742221832275,0.7651743292808533,0.607654333114624
21,2573,0.33552536368370056,,,,
22,2599,,0.38418474793434143,,,
22,2649,,0.2578868865966797,,,
22,2690,,,0.8375993967056274,0.7611094117164612,0.6285608410835266
22,2690,0.33538833260536194,,,,
23,2699,,0.2954733967781067,,,
23,2749,,0.2539786994457245,,,
23,2799,,0.2780795693397522,,,
23,2807,,,0.8361042737960815,0.7584515810012817,0.62630295753479
23,2807,0.32608482241630554,,,,
24,2849,,0.30370089411735535,,,
24,2899,,0.2693063020706177,,,
24,2924,,,0.8421865701675415,0.7599108219146729,0.6402456760406494
24,2924,0.3239106833934784,,,,
25,2949,,0.3255162835121155,,,
25,2999,,0.3181219696998596,,,
25,3041,,,0.8415737152099609,0.7662113904953003,0.6555295586585999
25,3041,0.3178883194923401,,,,
26,3049,,0.263630747795105,,,
26,3099,,0.3916572630405426,,,
26,3149,,0.3050496578216553,,,
26,3158,,,0.8426873087882996,0.7671754360198975,0.6186606884002686
26,3158,0.3091587722301483,,,,
27,3199,,0.33905744552612305,,,
