epoch,step,train_loss_epoch,train_loss_step,val/prc,val/roc,val_loss
0,49,,0.6389515995979309,,,
0,99,,0.6338872909545898,,,
0,116,,,0.6980264186859131,0.5155657529830933,0.617655873298645
0,116,0.6242706179618835,,,,
1,149,,0.6385707855224609,,,
1,199,,0.606873631477356,,,
1,233,,,0.819650411605835,0.6583395004272461,0.5941706895828247
1,233,0.600036084651947,,,,
2,249,,0.4974936842918396,,,
2,299,,0.5594605803489685,,,
2,349,,0.47162869572639465,,,
2,350,,,0.8393926620483398,0.6911571025848389,0.5674405097961426
2,350,0.5824964046478271,,,,
3,399,,0.5120631456375122,,,
3,449,,0.38790616393089294,,,
3,467,,,0.8618136644363403,0.732269287109375,0.5603556632995605
3,467,0.5399836897850037,,,,
4,499,,0.4868970513343811,,,
4,549,,0.47370994091033936,,,
4,584,,,0.8669880628585815,0.7396360635757446,0.5417008399963379
4,584,0.5293731093406677,,,,
5,599,,0.47862952947616577,,,
5,649,,0.5206912755966187,,,
5,699,,0.514556884765625,,,
5,701,,,0.8708391189575195,0.7464025616645813,0.5536879301071167
5,701,0.5068569183349609,,,,
6,749,,0.5183340311050415,,,
6,799,,0.5882530212402344,,,
6,818,,,0.8747987747192383,0.7550626397132874,0.5374709963798523
6,818,0.501971960067749,,,,
7,849,,0.39160168170928955,,,
7,899,,0.4539729654788971,,,
7,935,,,0.8759665489196777,0.7598210573196411,0.5292617678642273
7,935,0.48206624388694763,,,,
8,949,,0.5278041362762451,,,
8,999,,0.6665947437286377,,,
8,1049,,0.44999247789382935,,,
8,1052,,,0.8786136507987976,0.7675315737724304,0.5444133877754211
8,1052,0.4709453284740448,,,,
9,1099,,0.4900375008583069,,,
9,1149,,0.5375533103942871,,,
9,1169,,,0.8800233602523804,0.769114077091217,0.521933376789093
9,1169,0.46096864342689514,,,,
10,1199,,0.4305022954940796,,,
10,1249,,0.45288699865341187,,,
10,1286,,,0.8842107057571411,0.7715423703193665,0.5496675968170166
10,1286,0.44046640396118164,,,,
11,1299,,0.5120776295661926,,,
11,1349,,0.38743120431900024,,,
11,1399,,0.4750356376171112,,,
11,1403,,,0.883375883102417,0.7755477428436279,0.5165920853614807
11,1403,0.43214279413223267,,,,
12,1449,,0.3467523455619812,,,
12,1499,,0.29016149044036865,,,
12,1520,,,0.8844183087348938,0.7758369445800781,0.520706832408905
12,1520,0.4157300889492035,,,,
13,1549,,0.5039752125740051,,,
13,1599,,0.3892388939857483,,,
13,1637,,,0.8856159448623657,0.7770047187805176,0.5252866744995117
13,1637,0.4114390015602112,,,,
14,1649,,0.32474273443222046,,,
14,1699,,0.3100697696208954,,,
14,1749,,0.3288404941558838,,,
14,1754,,,0.8867145776748657,0.780398964881897,0.5777518153190613
14,1754,0.40104663372039795,,,,
15,1799,,0.37804660201072693,,,
15,1849,,0.35897716879844666,,,
15,1871,,,0.8879570960998535,0.783220112323761,0.5129262208938599
15,1871,0.4030996859073639,,,,
16,1899,,0.42308929562568665,,,
16,1949,,0.3551555573940277,,,
16,1988,,,0.8890352249145508,0.7801151275634766,0.5272647142410278
16,1988,0.38781049847602844,,,,
17,1999,,0.4877023696899414,,,
17,2049,,0.3565535843372345,,,
17,2099,,0.42293721437454224,,,
17,2105,,,0.8884580135345459,0.7808190584182739,0.529204785823822
17,2105,0.37509191036224365,,,,
18,2149,,0.31057724356651306,,,
18,2199,,0.4541681706905365,,,
18,2222,,,0.887466311454773,0.7797058820724487,0.5252366662025452
18,2222,0.36479273438453674,,,,
19,2249,,0.2651826739311218,,,
19,2299,,0.40929946303367615,,,
19,2339,,,0.8875517845153809,0.7801096439361572,0.553506076335907
19,2339,0.36286455392837524,,,,
20,2349,,0.34142082929611206,,,
20,2399,,0.4584972560405731,,,
20,2449,,0.2970384955406189,,,
20,2456,,,0.8802889585494995,0.7715805768966675,0.5550264120101929
20,2456,0.35387304425239563,,,,
21,2499,,0.36220014095306396,,,
21,2549,,0.3147121071815491,,,
21,2573,,,0.88616943359375,0.781408429145813,0.545992374420166
21,2573,0.36568301916122437,,,,
22,2599,,0.2906619906425476,,,
22,2649,,0.44278043508529663,,,
22,2690,,,0.8841454982757568,0.7760334014892578,0.5630714893341064
22,2690,0.3525070548057556,,,,
23,2699,,0.3192184269428253,,,
23,2749,,0.29622572660446167,,,
23,2799,,0.25731801986694336,,,
23,2807,,,0.8873525857925415,0.7811628580093384,0.5914722681045532
23,2807,0.3330029845237732,,,,
24,2849,,0.35056108236312866,,,
24,2899,,0.5074701309204102,,,
24,2924,,,0.8889643549919128,0.7832746505737305,0.5414000153541565
24,2924,0.3312799036502838,,,,
25,2949,,0.346066951751709,,,
25,2999,,0.26358020305633545,,,
25,3041,,,0.8923662900924683,0.7876020073890686,0.5464619398117065
25,3041,0.32066723704338074,,,,
26,3049,,0.26229435205459595,,,
26,3099,,0.2210676521062851,,,
26,3149,,0.319807231426239,,,
26,3158,,,0.8917231559753418,0.7863032221794128,0.5504257678985596
26,3158,0.3117541968822479,,,,
27,3199,,0.45270225405693054,,,
27,3249,,0.3183540403842926,,,
27,3275,,,0.8903766870498657,0.7856593132019043,0.5472686290740967
27,3275,0.3131561279296875,,,,
28,3299,,0.24279896914958954,,,
28,3349,,0.35212698578834534,,,
28,3392,,,0.8933461904525757,0.7877547740936279,0.5761419534683228
28,3392,0.30192330479621887,,,,
29,3399,,0.3318445682525635,,,
29,3449,,0.23848339915275574,,,
29,3499,,0.2582310438156128,,,
29,3509,,,0.8935704231262207,0.7901885509490967,0.5567569136619568
29,3509,0.3204694092273712,,,,
30,3549,,0.22281138598918915,,,
30,3599,,0.24289943277835846,,,
30,3626,,,0.8905312418937683,0.7867834568023682,0.5883748531341553
30,3626,0.2941541373729706,,,,
