parent_id,mol_id,smiles,true_label,calibrated_prob,threshold,margin_above_threshold,max_sim_to_train,parent_similarity_bin,split_type,seed,dataset,scaffold,selection_rank,selection_rank_within_bin,selection_reason
b53d5d72d6a789017275eb7570a60c2fbb91feb8,b53d5d72d6a789017275eb7570a60c2fbb91feb8,CN1CCN(CCCCn2c(O)cn(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)c2=O)CC1,1,0.7104064028221,0.7100000000000001,0.00040640282209991607,0.2763157894736842,<0.3,cluster,11,chembl,O=c1n(CCCCN2CCNCC2)ccn1N=Cc1ccc(-c2ccccc2)o1,1,1,primary_bin_scaffold_diverse
fed009dbfb11625a971ea56dc6327d725e225cf5,fed009dbfb11625a971ea56dc6327d725e225cf5,Cc1ccc(F)cc1C(C)(C)CC(O)(Cc1cc2cc(-c3ccccc3)ncc2[nH]1)C(F)(F)F,1,0.7156807527528215,0.7100000000000001,0.0056807527528214274,0.2444444444444444,<0.3,cluster,11,chembl,c1ccc(CCCCc2cc3cc(-c4ccccc4)ncc3[nH]2)cc1,2,2,primary_bin_scaffold_diverse
cb5c22de0ccdcf673936f4c8d07dfbd3f9a4aebb,cb5c22de0ccdcf673936f4c8d07dfbd3f9a4aebb,CNCc1cc(-c2cn(C)nc2-c2ccc(F)cc2)ccn1,1,0.7206713539265149,0.7100000000000001,0.01067135392651486,0.2923076923076923,<0.3,cluster,11,chembl,c1ccc(-c2n[nH]cc2-c2ccncc2)cc1,3,3,primary_bin_scaffold_diverse
6dccdc2a597b0cc6a47a610c20ceb29232c73608,6dccdc2a597b0cc6a47a610c20ceb29232c73608,O=c1[nH]c(O)c(Cc2coc3ccc(Cl)cc3c2=O)s1,1,0.7212653412153727,0.7100000000000001,0.011265341215372593,0.2698412698412698,<0.3,cluster,11,chembl,O=c1[nH]cc(Cc2coc3ccccc3c2=O)s1,4,4,primary_bin_scaffold_diverse
86fcc24492f4309bcb809ceb104d043f0175ba1b,86fcc24492f4309bcb809ceb104d043f0175ba1b,CC[C@@H](NC(=O)c1cc(C(=O)N2CCC[C@@H]2C)n2c1COCC2)c1ccc(Cl)c(Cl)c1,1,0.7241127702691562,0.7100000000000001,0.014112770269156139,0.2941176470588235,<0.3,cluster,11,chembl,O=C(NCc1ccccc1)c1cc(C(=O)N2CCCC2)n2c1COCC2,5,5,primary_bin_scaffold_diverse
f1e739712c4f137b4f35c4a464d73a86510c2f4b,f1e739712c4f137b4f35c4a464d73a86510c2f4b,CC(C)(O)C(=O)c1oc2nc(-c3ccccc3Cl)c(-c3ccc(Cl)cc3)cc2c1NC(=O)CO,1,0.7108921426610286,0.7100000000000001,0.0008921426610285499,0.3614457831325301,0.3-0.5,cluster,11,chembl,c1ccc(-c2cc3ccoc3nc2-c2ccccc2)cc1,6,1,primary_bin_scaffold_diverse
bc119b6e181cb262689f3789e09ebd2d7fe97cc6,bc119b6e181cb262689f3789e09ebd2d7fe97cc6,COc1cncc(NC(C(=O)c2c[nH]c3ccccc23)c2ccccc2)c1,1,0.7127070093162189,0.7100000000000001,0.0027070093162188114,0.3098591549295774,0.3-0.5,cluster,11,chembl,O=C(c1c[nH]c2ccccc12)C(Nc1cccnc1)c1ccccc1,7,2,primary_bin_scaffold_diverse
32b0f4dc11d720f6d562a905d73c461574baf552,32b0f4dc11d720f6d562a905d73c461574baf552,CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,1,0.715849016437534,0.7100000000000001,0.005849016437533883,0.3253012048192771,0.3-0.5,cluster,11,chembl,O=C(c1ccc(OCCCN2CCOCC2)cc1)N1C=Cc2[nH]c3ccccc3c2CC1,8,3,primary_bin_scaffold_diverse
637679562b622db5d3e779df2b670d634e37618d,637679562b622db5d3e779df2b670d634e37618d,CC(=O)NCCc1ccccc1-c1ccc([C@@H](CN)Cc2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)c(C)c1,1,0.7170045966752776,0.7100000000000001,0.00700459667527753,0.3473684210526316,0.3-0.5,cluster,11,chembl,c1ccc(OCCOc2ccc(CCc3ccc(-c4ccccc4)cc3)cc2)cc1,9,4,primary_bin_scaffold_diverse
f9b723494f62a056148857a25337c48eaa4638ef,f9b723494f62a056148857a25337c48eaa4638ef,OC(Cc1cccnc1-c1cccc(C(F)(F)F)c1)(c1cccnc1F)c1cccnc1F,1,0.7173345296901529,0.7100000000000001,0.007334529690152802,0.3538461538461538,0.3-0.5,cluster,11,chembl,c1ccc(-c2ncccc2CC(c2cccnc2)c2cccnc2)cc1,10,5,primary_bin_scaffold_diverse
a20f74e3f8ebfea51b2477906e00b06b1ca1e4b7,a20f74e3f8ebfea51b2477906e00b06b1ca1e4b7,CC(C)(C)CCN1CCC(CNC(=O)Cc2ccc(C(C)(C)C)cc2)CC1,1,0.7122731705943643,0.7100000000000001,0.002273170594364271,0.5535714285714286,0.5-0.7,cluster,11,chembl,O=C(Cc1ccccc1)NCC1CCNCC1,11,1,primary_bin_scaffold_diverse
bedb61b76375e97d9de140e8a85defc38b36e6ec,bedb61b76375e97d9de140e8a85defc38b36e6ec,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3nc(C)sc32)cc1,1,0.7224248716696485,0.7100000000000001,0.012424871669648452,0.59375,0.5-0.7,cluster,11,chembl,C1=NC(c2ccccc2)(c2cccc(-c3cncnc3)c2)c2scnc21,12,2,primary_bin_scaffold_diverse
