epoch,step,train_loss_epoch,train_loss_step,val/prc,val/roc,val_loss
0,49,,0.6427565813064575,,,
0,99,,0.6243148446083069,,,
0,116,,,0.7217302322387695,0.5525312423706055,0.6194606423377991
0,116,0.6221327781677246,,,,
1,149,,0.5537018775939941,,,
1,199,,0.7134484052658081,,,
1,233,,,0.8050726056098938,0.6482312083244324,0.6395106911659241
1,233,0.6037502288818359,,,,
2,249,,0.6426000595092773,,,
2,299,,0.5216182470321655,,,
2,349,,0.6031621098518372,,,
2,350,,,0.8148236870765686,0.6584303975105286,0.594470739364624
2,350,0.5839565992355347,,,,
3,399,,0.4689265787601471,,,
3,449,,0.44937658309936523,,,
3,467,,,0.8328176736831665,0.6842384338378906,0.5718623399734497
3,467,0.546076774597168,,,,
4,499,,0.44980889558792114,,,
4,549,,0.48819494247436523,,,
4,584,,,0.836107611656189,0.6948411464691162,0.5825296640396118
4,584,0.5284304618835449,,,,
5,599,,0.500398576259613,,,
5,649,,0.4058387875556946,,,
5,699,,0.5078115463256836,,,
5,701,,,0.8397061824798584,0.6992922425270081,0.6165196895599365
5,701,0.5115527510643005,,,,
6,749,,0.4150131046772003,,,
6,799,,0.4909822344779968,,,
6,818,,,0.8399776220321655,0.7036513090133667,0.5658372044563293
6,818,0.5100486278533936,,,,
7,849,,0.4624851644039154,,,
7,899,,0.49919500946998596,,,
7,935,,,0.8438789248466492,0.7112811803817749,0.5606810450553894
7,935,0.4872274696826935,,,,
8,949,,0.6212736368179321,,,
8,999,,0.511909008026123,,,
8,1049,,0.3505457043647766,,,
8,1052,,,0.8476337790489197,0.7258962988853455,0.5607471466064453
8,1052,0.4729461967945099,,,,
9,1099,,0.5185558795928955,,,
9,1149,,0.4541797339916229,,,
9,1169,,,0.8539841771125793,0.7278403043746948,0.5776520371437073
9,1169,0.46122124791145325,,,,
10,1199,,0.47584104537963867,,,
10,1249,,0.5401402115821838,,,
10,1286,,,0.8585323095321655,0.737424910068512,0.6242848634719849
10,1286,0.4467994272708893,,,,
11,1299,,0.49774646759033203,,,
11,1349,,0.5197226405143738,,,
11,1399,,0.48607003688812256,,,
11,1403,,,0.8617640137672424,0.7486936450004578,0.5407711267471313
11,1403,0.43665850162506104,,,,
12,1449,,0.48456132411956787,,,
12,1499,,0.4209972620010376,,,
12,1520,,,0.8649880290031433,0.757265567779541,0.5834122896194458
12,1520,0.41783788800239563,,,,
13,1549,,0.3737199008464813,,,
13,1599,,0.48645564913749695,,,
13,1637,,,0.8677380084991455,0.759290874004364,0.5450060367584229
13,1637,0.40611526370048523,,,,
14,1649,,0.5191872119903564,,,
14,1699,,0.39762458205223083,,,
14,1749,,0.47112318873405457,,,
14,1754,,,0.8702199459075928,0.7672346830368042,0.5394207239151001
14,1754,0.406180739402771,,,,
15,1799,,0.22714601457118988,,,
15,1849,,0.45334649085998535,,,
15,1871,,,0.8716205358505249,0.7709006667137146,0.5357574224472046
15,1871,0.38814228773117065,,,,
16,1899,,0.4022757112979889,,,
16,1949,,0.4148825407028198,,,
16,1988,,,0.8656561970710754,0.7690379619598389,0.5444590449333191
16,1988,0.38339316844940186,,,,
17,1999,,0.489323228597641,,,
17,2049,,0.3768447935581207,,,
17,2099,,0.5088716745376587,,,
17,2105,,,0.8729038834571838,0.7735865712165833,0.5458788275718689
17,2105,0.3726523220539093,,,,
18,2149,,0.4891756474971771,,,
18,2199,,0.4752785265445709,,,
18,2222,,,0.8701248168945312,0.7710847854614258,0.5783183574676514
18,2222,0.3627162575721741,,,,
19,2249,,0.29860201478004456,,,
19,2299,,0.3635214865207672,,,
19,2339,,,0.8793253898620605,0.7782868146896362,0.5494800209999084
19,2339,0.3708920180797577,,,,
20,2349,,0.2578558623790741,,,
20,2399,,0.378292053937912,,,
20,2449,,0.32654303312301636,,,
20,2456,,,0.8741180300712585,0.7797867059707642,0.5420265793800354
20,2456,0.3521246612071991,,,,
21,2499,,0.34827369451522827,,,
21,2549,,0.30990296602249146,,,
21,2573,,,0.8766064643859863,0.7827433347702026,0.5819907188415527
21,2573,0.3438069522380829,,,,
22,2599,,0.3065803647041321,,,
22,2649,,0.134804368019104,,,
22,2690,,,0.8754621744155884,0.7808047533035278,0.5423830151557922
22,2690,0.344352662563324,,,,
23,2699,,0.34157800674438477,,,
23,2749,,0.2415720522403717,,,
23,2799,,0.33138227462768555,,,
23,2807,,,0.8808426260948181,0.7846765518188477,0.5637230277061462
23,2807,0.33332884311676025,,,,
24,2849,,0.3834325969219208,,,
24,2899,,0.317852646112442,,,
24,2924,,,0.8736922740936279,0.774620771408081,0.5703922510147095
24,2924,0.32353776693344116,,,,
25,2949,,0.2760191559791565,,,
25,2999,,0.2461281269788742,,,
25,3041,,,0.874800443649292,0.7835014462471008,0.5855384469032288
25,3041,0.31677624583244324,,,,
26,3049,,0.31437820196151733,,,
26,3099,,0.3043416738510132,,,
26,3149,,0.3560989797115326,,,
26,3158,,,0.8760271072387695,0.781990647315979,0.5643329620361328
26,3158,0.3094760775566101,,,,
27,3199,,0.2980141341686249,,,
27,3249,,0.24820925295352936,,,
27,3275,,,0.8752514123916626,0.7809293270111084,0.603377640247345
27,3275,0.3130526840686798,,,,
28,3299,,0.32166042923927307,,,
28,3349,,0.28706151247024536,,,
28,3392,,,0.8780393600463867,0.7840538024902344,0.5713553428649902
28,3392,0.3013482391834259,,,,
29,3399,,0.2794369161128998,,,
29,3449,,0.2922706604003906,,,
29,3499,,0.2900943458080292,,,
29,3509,,,0.8758759498596191,0.7832686901092529,0.5805723667144775
29,3509,0.29601597785949707,,,,
30,3549,,0.2558121085166931,,,
30,3599,,0.30202269554138184,,,
30,3626,,,0.8721357583999634,0.7791911363601685,0.613021194934845
30,3626,0.2888965606689453,,,,
31,3649,,0.34944087266921997,,,
31,3699,,0.18811801075935364,,,
31,3743,,,0.8805619478225708,0.7832930088043213,0.6230452060699463
31,3743,0.29656463861465454,,,,
32,3749,,0.2326274961233139,,,
32,3799,,0.3527154326438904,,,
32,3849,,0.23879878222942352,,,
32,3860,,,0.8756431937217712,0.7871836423873901,0.5933172702789307
32,3860,0.27611827850341797,,,,
33,3899,,0.17265906929969788,,,
33,3949,,0.22888055443763733,,,
33,3977,,,0.8771564960479736,0.7816873788833618,0.6272096037864685
33,3977,0.2743764817714691,,,,
34,3999,,0.2657552659511566,,,
34,4049,,0.32251113653182983,,,
34,4094,,,0.8764103651046753,0.7817144989967346,0.6174542903900146
34,4094,0.2820795774459839,,,,
35,4099,,0.1565084159374237,,,
35,4149,,0.3469190001487732,,,
35,4199,,0.2640758752822876,,,
35,4211,,,0.8771237134933472,0.7819256782531738,0.6261624097824097
35,4211,0.2632075846195221,,,,
36,4249,,0.2545586824417114,,,
36,4299,,0.3039994537830353,,,
36,4328,,,0.8775854110717773,0.780014157295227,0.6304207444190979
36,4328,0.27977487444877625,,,,
37,4349,,0.22630497813224792,,,
37,4399,,0.3541421890258789,,,
37,4445,,,0.8746802806854248,0.7823318243026733,0.6300318241119385
37,4445,0.2560918629169464,,,,
38,4449,,0.3255446255207062,,,
38,4499,,0.36589717864990234,,,
38,4549,,0.20094531774520874,,,
38,4562,,,0.8751012086868286,0.7801549434661865,0.6487256288528442
38,4562,0.25076159834861755,,,,
39,4599,,0.3449373245239258,,,
39,4649,,0.23281478881835938,,,
39,4679,,,0.8736425638198853,0.777691125869751,0.679807186126709
39,4679,0.24384023249149323,,,,
40,4699,,0.25372445583343506,,,
40,4749,,0.20514844357967377,,,
40,4796,,,0.874792218208313,0.7778589725494385,0.6628588438034058
40,4796,0.2507072687149048,,,,
41,4799,,0.22058141231536865,,,
41,4849,,0.1962524801492691,,,
41,4899,,0.2582223117351532,,,
41,4913,,,0.8748264312744141,0.7817903161048889,0.6885561943054199
41,4913,0.24227476119995117,,,,
42,4949,,0.31355756521224976,,,
42,4999,,0.2535540461540222,,,
42,5030,,,0.8725094795227051,0.7779889106750488,0.6693379878997803
42,5030,0.24515484273433685,,,,
