epoch,step,train_loss_epoch,train_loss_step,val/prc,val/roc,val_loss
0,49,,0.5874438285827637,,,
0,99,,0.623916506767273,,,
0,116,,,0.7079593539237976,0.4892473816871643,0.6181243658065796
0,116,0.6277912259101868,,,,
1,149,,0.6607077121734619,,,
1,199,,0.6476277709007263,,,
1,233,,,0.7945845127105713,0.6006861925125122,0.6092407703399658
1,233,0.6095899343490601,,,,
2,249,,0.6161556243896484,,,
2,299,,0.5066463947296143,,,
2,349,,0.5407036542892456,,,
2,350,,,0.8408170938491821,0.689164400100708,0.5617162585258484
2,350,0.5869789123535156,,,,
3,399,,0.5791921615600586,,,
3,449,,0.6442674398422241,,,
3,467,,,0.8723515272140503,0.7409961223602295,0.535180926322937
3,467,0.557921826839447,,,,
4,499,,0.7038137912750244,,,
4,549,,0.5522254705429077,,,
4,584,,,0.8823849558830261,0.760614275932312,0.5203613638877869
4,584,0.5340650081634521,,,,
5,599,,0.5433635711669922,,,
5,649,,0.5148951411247253,,,
5,699,,0.5691677927970886,,,
5,701,,,0.892189621925354,0.7772661447525024,0.508112370967865
5,701,0.5243831872940063,,,,
6,749,,0.4831373691558838,,,
6,799,,0.5426280498504639,,,
6,818,,,0.902324378490448,0.7970281839370728,0.4909221827983856
6,818,0.5085963010787964,,,,
7,849,,0.5078319311141968,,,
7,899,,0.48599883913993835,,,
7,935,,,0.9061756134033203,0.8040537238121033,0.48418259620666504
7,935,0.49624040722846985,,,,
8,949,,0.5891353487968445,,,
8,999,,0.4796045124530792,,,
8,1049,,0.3398440480232239,,,
8,1052,,,0.9149714708328247,0.8204870223999023,0.527485191822052
8,1052,0.48745280504226685,,,,
9,1099,,0.4234503507614136,,,
9,1149,,0.5186686515808105,,,
9,1169,,,0.921758770942688,0.8344272375106812,0.44535520672798157
9,1169,0.4662763178348541,,,,
10,1199,,0.5492558479309082,,,
10,1249,,0.5626031160354614,,,
10,1286,,,0.9232604503631592,0.8381239771842957,0.44260334968566895
10,1286,0.44976526498794556,,,,
11,1299,,0.36826905608177185,,,
11,1349,,0.4929608702659607,,,
11,1399,,0.4572228789329529,,,
11,1403,,,0.9244317412376404,0.8408079743385315,0.4589666426181793
