epoch,step,train_loss_epoch,train_loss_step,val/prc,val/roc,val_loss
0,7,,,0.6793288588523865,0.5162790417671204,0.6683818101882935
0,7,0.6845900416374207,,,,
1,15,,,0.6760630011558533,0.5081395506858826,0.6662379503250122
1,15,0.6369751691818237,,,,
2,23,,,0.7161226868629456,0.5255813598632812,0.6198399066925049
2,23,0.5879395604133606,,,,
3,31,,,0.7431381940841675,0.5604650974273682,0.6286270618438721
3,31,0.5802271962165833,,,,
4,39,,,0.7514058351516724,0.6011627912521362,0.6136824488639832
4,39,0.569815456867218,,,,
5,47,,,0.7605109214782715,0.6325581073760986,0.6134743094444275
5,47,0.5622650980949402,,,,
6,49,,0.5475444793701172,,,
6,55,,,0.7516282796859741,0.6290697455406189,0.6063225865364075
6,55,0.5485154390335083,,,,
7,63,,,0.7607893347740173,0.6395348906517029,0.6087616086006165
7,63,0.53580242395401,,,,
8,71,,,0.7595959901809692,0.6465116739273071,0.6064500212669373
8,71,0.5455083847045898,,,,
9,79,,,0.7643195390701294,0.6499999761581421,0.6047307848930359
9,79,0.5142949819564819,,,,
10,87,,,0.7530373334884644,0.645348846912384,0.6408693790435791
10,87,0.49809032678604126,,,,
11,95,,,0.7386960387229919,0.6523255705833435,0.6933929324150085
11,95,0.47986531257629395,,,,
12,99,,0.4874534606933594,,,
12,103,,,0.7352182865142822,0.6476743817329407,0.6438465714454651
12,103,0.48337629437446594,,,,
13,111,,,0.7403360605239868,0.6511628031730652,0.6792643666267395
13,111,0.4635031521320343,,,,
14,119,,,0.7382739782333374,0.6488372087478638,0.7052118182182312
14,119,0.448780357837677,,,,
15,127,,,0.7369948029518127,0.6465116143226624,0.7318886518478394
15,127,0.44370949268341064,,,,
16,135,,,0.7416568994522095,0.6523255705833435,0.6743581891059875
16,135,0.43548691272735596,,,,
17,143,,,0.7342100739479065,0.6441860198974609,0.7053198218345642
17,143,0.44383594393730164,,,,
18,149,,0.407226026058197,,,
18,151,,,0.7525410652160645,0.6441860198974609,0.6894738078117371
18,151,0.4465067684650421,,,,
19,159,,,0.7490301728248596,0.6534883379936218,0.6825331449508667
19,159,0.43998852372169495,,,,
20,167,,,0.7427359223365784,0.659302294254303,0.7347265481948853
20,167,0.41970235109329224,,,,
21,175,,,0.7423040866851807,0.659302294254303,0.7432175278663635
21,175,0.41220778226852417,,,,
22,183,,,0.7387425303459167,0.6476743817329407,0.7359568476676941
22,183,0.40756842494010925,,,,
23,191,,,0.7370299696922302,0.6465116143226624,0.7447690367698669
23,191,0.42413944005966187,,,,
24,199,,0.4207420349121094,,,
24,199,,,0.7496074438095093,0.6709302067756653,0.6974804401397705
24,199,0.4155389666557312,,,,
25,207,,,0.761959969997406,0.6639534831047058,0.7264021635055542
25,207,0.4037007689476013,,,,
26,215,,,0.7444816827774048,0.6523255705833435,0.7414217591285706
26,215,0.3916414976119995,,,,
27,223,,,0.7516530752182007,0.669767439365387,0.755427896976471
27,223,0.3822401762008667,,,,
28,231,,,0.7413701415061951,0.6523255109786987,0.7666266560554504
28,231,0.37747707962989807,,,,
29,239,,,0.7503800988197327,0.6651162505149841,0.7433556318283081
29,239,0.3817172646522522,,,,
30,247,,,0.7412576675415039,0.6546511650085449,0.7491661906242371
30,247,0.37220239639282227,,,,
31,249,,0.2794208824634552,,,
31,255,,,0.7557229399681091,0.674418568611145,0.7915608882904053
31,255,0.3678114414215088,,,,
32,263,,,0.7588851451873779,0.6569766998291016,0.755792498588562
32,263,0.3663417398929596,,,,
33,271,,,0.7524914741516113,0.6674418449401855,0.7689857482910156
33,271,0.3612693250179291,,,,
34,279,,,0.744063138961792,0.6627907156944275,0.7674364447593689
34,279,0.3607754409313202,,,,
35,287,,,0.7480647563934326,0.6581395268440247,0.7623293399810791
35,287,0.3559170365333557,,,,
36,295,,,0.7493116855621338,0.6546511650085449,0.7638400793075562
36,295,0.37311193346977234,,,,
37,299,,0.32761746644973755,,,
37,303,,,0.764337420463562,0.6674418449401855,0.7321589589118958
37,303,0.36914968490600586,,,,
38,311,,,0.7634499073028564,0.6651163101196289,0.7474064826965332
38,311,0.3600131869316101,,,,
39,319,,,0.7511074542999268,0.6674418449401855,0.7489013671875
39,319,0.34995338320732117,,,,
40,327,,,0.7682725191116333,0.6697673797607422,0.7729709148406982
40,327,0.3402464985847473,,,,
41,335,,,0.7694838047027588,0.6686046719551086,0.7783235907554626
41,335,0.3380160331726074,,,,
