epoch,step,train_loss_epoch,train_loss_step,val/prc,val/roc,val_loss
0,7,,,0.7863345146179199,0.7589285969734192,0.67023766040802
0,7,0.6824558973312378,,,,
1,15,,,0.7980074882507324,0.7420635223388672,0.7326042652130127
1,15,0.635403037071228,,,,
2,23,,,0.8039942979812622,0.745039701461792,0.6576258540153503
2,23,0.5913097858428955,,,,
3,31,,,0.7977746725082397,0.73115074634552,0.6769905090332031
3,31,0.5796509385108948,,,,
4,39,,,0.7942924499511719,0.7242063283920288,0.7109478116035461
4,39,0.5606827735900879,,,,
5,47,,,0.808562159538269,0.7410714626312256,0.6607332229614258
5,47,0.5545068383216858,,,,
6,49,,0.5803514122962952,,,
6,55,,,0.8026959896087646,0.733134925365448,0.6902629137039185
6,55,0.5458242297172546,,,,
7,63,,,0.8249567747116089,0.76884925365448,0.6430752277374268
7,63,0.5355871915817261,,,,
8,71,,,0.8380714654922485,0.7847222089767456,0.6671565771102905
8,71,0.5340853333473206,,,,
9,79,,,0.8743906617164612,0.8382936120033264,0.6121577024459839
9,79,0.5207690000534058,,,,
10,87,,,0.8818687200546265,0.8492063283920288,0.585452675819397
10,87,0.5150752663612366,,,,
11,95,,,0.8900275230407715,0.8611111640930176,0.566100001335144
11,95,0.5009469389915466,,,,
12,99,,0.45751962065696716,,,
12,103,,,0.8940163254737854,0.8640873432159424,0.5404168367385864
12,103,0.493892639875412,,,,
13,111,,,0.8943578004837036,0.8710317611694336,0.5678938627243042
13,111,0.5014760494232178,,,,
14,119,,,0.89974045753479,0.8759921193122864,0.5950846672058105
14,119,0.5003573298454285,,,,
15,127,,,0.9017355442047119,0.8769841194152832,0.5237555503845215
15,127,0.48901012539863586,,,,
16,135,,,0.8993732929229736,0.8779761791229248,0.5109472274780273
16,135,0.48524633049964905,,,,
17,143,,,0.889165997505188,0.8690476417541504,0.46243125200271606
17,143,0.4730997681617737,,,,
18,149,,0.36212536692619324,,,
18,151,,,0.8884226083755493,0.8710317611694336,0.45317405462265015
18,151,0.4564354717731476,,,,
19,159,,,0.8926178812980652,0.8740079402923584,0.454423725605011
19,159,0.44808295369148254,,,,
20,167,,,0.8955417275428772,0.8789682984352112,0.4755581319332123
20,167,0.44272667169570923,,,,
21,175,,,0.8851436376571655,0.8630952835083008,0.44780707359313965
21,175,0.44635799527168274,,,,
22,183,,,0.8867051005363464,0.8690476417541504,0.44909563660621643
22,183,0.4439580738544464,,,,
23,191,,,0.8910595774650574,0.875,0.4702173173427582
23,191,0.4370666742324829,,,,
24,199,,0.5871069431304932,,,
24,199,,,0.885543942451477,0.863095223903656,0.4453797936439514
24,199,0.4356995224952698,,,,
25,207,,,0.88188636302948,0.865079402923584,0.44157782196998596
25,207,0.429097056388855,,,,
26,215,,,0.8894674777984619,0.8769841194152832,0.46326345205307007
26,215,0.42337051033973694,,,,
27,223,,,0.8817626237869263,0.863095223903656,0.443371057510376
27,223,0.421292245388031,,,,
28,231,,,0.8800891041755676,0.8670635223388672,0.4405091404914856
28,231,0.4091496169567108,,,,
29,239,,,0.8833448886871338,0.8660714626312256,0.4407684803009033
29,239,0.4103297293186188,,,,
30,247,,,0.8860910534858704,0.8789682984352112,0.4512406289577484
30,247,0.40569543838500977,,,,
