epoch,step,train_loss_epoch,train_loss_step,val/prc,val/roc,val_loss
0,7,,,0.8453272581100464,0.7677083015441895,0.6706193089485168
0,7,0.6844503879547119,,,,
1,15,,,0.8338472843170166,0.765625,0.6723223924636841
1,15,0.642116367816925,,,,
2,23,,,0.8605679273605347,0.778124988079071,0.6293644309043884
2,23,0.5939871072769165,,,,
3,31,,,0.8681447505950928,0.7906249761581421,0.6527121067047119
3,31,0.5765523910522461,,,,
4,39,,,0.874276876449585,0.7979166507720947,0.6313056945800781
4,39,0.5687363147735596,,,,
5,47,,,0.8766287565231323,0.7979166507720947,0.6320591568946838
5,47,0.561754047870636,,,,
6,49,,0.526716411113739,,,
6,55,,,0.8968566656112671,0.8354167342185974,0.60683274269104
6,55,0.5517960786819458,,,,
7,63,,,0.9017658829689026,0.8458333015441895,0.6060764789581299
7,63,0.5474473237991333,,,,
8,71,,,0.9077547788619995,0.8531249165534973,0.6032779216766357
8,71,0.535891592502594,,,,
9,79,,,0.898073673248291,0.8427083492279053,0.5681637525558472
9,79,0.5235083103179932,,,,
10,87,,,0.9103075861930847,0.862500011920929,0.6172370910644531
10,87,0.5111867189407349,,,,
11,95,,,0.9046152830123901,0.8510416746139526,0.5780279040336609
11,95,0.49543991684913635,,,,
12,99,,0.4859486520290375,,,
12,103,,,0.893621563911438,0.8312500715255737,0.5488831996917725
12,103,0.48104387521743774,,,,
13,111,,,0.8925585150718689,0.8260416984558105,0.5259444117546082
13,111,0.4731442332267761,,,,
14,119,,,0.8998734354972839,0.840624988079071,0.5362606048583984
14,119,0.46314725279808044,,,,
15,127,,,0.8865629434585571,0.8166666030883789,0.5043636560440063
15,127,0.47392183542251587,,,,
16,135,,,0.9186477065086365,0.8729166984558105,0.5589587688446045
16,135,0.49918144941329956,,,,
17,143,,,0.9136018753051758,0.859375,0.5152996182441711
17,143,0.48044919967651367,,,,
18,149,,0.3987181782722473,,,
18,151,,,0.9069587588310242,0.8479166626930237,0.5068637132644653
18,151,0.4645388126373291,,,,
19,159,,,0.9055758714675903,0.8468749523162842,0.5049832463264465
19,159,0.4441051185131073,,,,
20,167,,,0.9107664227485657,0.8510417342185974,0.5351671576499939
20,167,0.43942031264305115,,,,
21,175,,,0.902816891670227,0.8385416269302368,0.4909549057483673
21,175,0.4310746192932129,,,,
22,183,,,0.9179270267486572,0.859375,0.5448476076126099
22,183,0.4334903657436371,,,,
23,191,,,0.918201208114624,0.8583333492279053,0.5183757543563843
23,191,0.43307822942733765,,,,
24,199,,0.48240846395492554,,,
24,199,,,0.91159588098526,0.8479166626930237,0.4901798367500305
24,199,0.4217641055583954,,,,
25,207,,,0.90831059217453,0.8406250476837158,0.4837164878845215
25,207,0.42159637808799744,,,,
26,215,,,0.9175058007240295,0.8562500476837158,0.5000852346420288
26,215,0.43310099840164185,,,,
